1000
Andrew,Richards,57536,2309828,3433,0,52,600000
Kellan,Davis,66564,8588971,905748,0,26,1000000
Byron,Allen,68167,3187483,1065289,1,9,800000
Roland,Murphy,80147,676899,2126093,0,98,200000
Paige,Kelly,95491,3370078,643945,1,17,800000
Arthur,Gibson,69816,8600173,4638688,1,45,600000
John,Hawkins,74629,8341078,2255377,0,37,800000
George,Gibson,67992,1766412,1507157,1,50,600000
Hailey,Morgan,96036,9668686,3246762,1,41,600000
Lana,Douglas,83977,9329547,4861187,0,69,600000
Roland,Robinson,95150,8216193,1582833,0,22,1000000
Miley,Taylor,96778,6203137,865587,0,66,600000
Arthur,Johnson,70106,1593791,674893,0,89,200000
Alexia,Mason,91151,8979478,3405018,0,84,200000
Antony,Payne,86902,9116710,14756,1,66,600000
Jacob,Wright,72192,365313,635576,0,30,200000
Wilson,Higgins,56658,5808785,742409,1,82,200000
Alexander,Mason,50032,3198738,2918557,1,100,0
Violet,Johnson,72379,1763930,2390973,0,46,400000
Edwin,Thomas,95568,7541453,2965020,0,47,400000
Miley,Reed,52377,2825383,1565781,1,30,600000
Mike,Carroll,50905,6267875,2332884,1,71,400000
Chloe,Ellis,81329,4375011,1571308,0,44,800000
William,Turner,57285,1358509,252410,1,29,800000
Dominik,Stewart,91868,8158706,4776643,0,39,600000
Abigail,Walker,64076,6820118,637992,1,91,200000
Jasmine,Ryan,88582,2041116,628540,0,50,600000
Elian,Moore,53984,6594971,455877,0,46,600000
Alina,Hawkins,72590,3851486,4624616,0,55,400000
Jacob,Davis,75079,1355695,4301132,1,9,400000
Emma,Perry,58252,7439075,3152749,0,74,400000
Vivian,Ellis,61247,4121642,2124714,0,73,200000
Alisa,Harris,98376,1839988,3928856,0,97,200000
Briony,Barnes,83251,5314436,1354908,1,12,1400000
Sarah,Brown,96856,1881726,38555,1,12,1200000
Daryl,Reed,80513,2877779,1830874,1,73,400000
Lucas,Parker,96368,1437204,356782,0,57,200000
Aldus,Bennett,59739,1739004,4619256,1,76,200000
Ashton,Hawkins,91079,3664577,4250186,1,28,600000
Justin,Perry,65934,3009191,2069547,1,49,400000
Harold,Richardson,77580,5126886,4852867,1,87,200000
Emily,Carroll,62154,7854974,4750176,1,69,200000
Ashton,Johnson,80813,3139748,3267636,1,37,200000
Briony,Harrison,74109,6068476,3022786,1,64,600000
Kirsten,Wells,52608,4812204,2458398,0,22,600000
Tara,Allen,60433,9837244,499432,1,57,800000
Charlie,Baker,92408,2239295,4538079,1,57,400000
Alen,Murphy,99824,4958666,4252838,1,93,200000
Adele,Owens,69675,5185521,2872037,1,11,400000
Blake,Russell,58429,3009654,402901,1,7,1000000
Frederick,Richards,79425,2648891,682324,0,58,400000
Elise,Phillips,58793,1338873,3774430,0,68,200000
Caroline,Carter,80618,8131561,2868982,1,86,400000
Rafael,Payne,94524,1505461,680318,1,25,200000
Aida,Murray,74972,3979173,80830,1,86,200000
Dainton,Hawkins,75614,5591056,2188527,1,92,200000
Aston,Martin,71747,6617637,3973828,1,13,1000000
Lilianna,Robinson,91422,5096090,2324222,0,37,600000
Alberta,Miller,89572,1854285,870719,0,91,200000
Albert,Perry,96066,2394144,3103220,0,33,400000
Haris,Morgan,99852,7552321,1765264,1,88,200000
Spike,Edwards,75649,1283714,2581107,0,63,400000
Jack,Elliott,96390,2029122,1714716,1,0,1000000
Ryan,Clark,58178,371241,3723779,0,72,200000
Arnold,Edwards,84140,2543566,2239395,1,30,800000
Lily,Wright,93961,5010313,2892817,0,40,800000
David,Walker,84533,2811238,845335,1,84,200000
Andrew,Casey,53127,6648758,2504340,1,8,1400000
Amanda,Robinson,93331,8371799,1058110,0,99,200000
Elian,Wells,83680,9702111,361085,0,90,200000
Chloe,Morris,94391,4493647,93415,0,59,400000
Charlie,Grant,93473,2430159,1605520,1,83,200000
Jessica,Edwards,97906,8104200,2957780,0,70,200000
Heather,Holmes,70318,9209744,1592540,1,89,200000
Alberta,Phillips,64603,8384114,1354430,1,61,600000
Anna,Kelley,68244,9043282,4822974,0,72,400000
Maya,Ferguson,76208,2138890,1450082,0,60,400000
Arianna,Scott,96578,8867192,3777565,1,79,400000
Ted,Evans,66953,145378,970087,0,79,200000
Miley,Morris,98869,1956047,1262521,0,74,200000
Roman,Chapman,95216,2837503,755816,1,73,400000
Aldus,Perry,82960,1605105,463080,1,91,200000
Rafael,Spencer,65203,215095,380715,0,53,400000
Camila,Howard,62907,3658757,3722896,0,61,200000
Lucy,Smith,75519,1033583,3090091,0,16,0
Maria,Riley,82235,5830892,628129,1,22,1000000
Camila,Myers,82445,3081181,3254611,1,24,800000
Brianna,Johnston,68146,9841568,3253380,0,36,1000000
Elian,Farrell,63363,8323763,3179556,1,16,1400000
Robert,Chapman,74118,963905,1567965,1,4,600000
Carina,Scott,67654,9777351,1854570,1,29,1000000
Maddie,Spencer,71262,6817300,4732143,1,69,400000
Justin,Evans,80839,5676780,1889966,0,0,1000000
Daisy,Owens,73633,8685175,524657,0,23,1000000
Natalie,Bailey,67664,4884310,3622659,0,89,200000
James,Bennett,77079,546194,3505188,1,9,400000
Adison,Robinson,72646,8792446,3598980,1,17,1000000
Hailey,Mason,93721,3381570,66456,1,70,400000
Kirsten,Carter,55241,1777341,4595972,1,40,600000
Frederick,Armstrong,68895,3215193,1038447,1,62,400000
April,Foster,87803,1884691,3977251,1,58,400000
Sam,Gray,51357,6060589,2579656,0,78,400000
Daryl,Spencer,98172,3984327,1395527,1,2,400000
Sarah,Fowler,77955,6024339,1368164,0,41,600000
Kimberly,Casey,84353,3984234,3161972,0,41,400000
Ashton,Evans,77224,4307019,514781,1,8,1000000
Kelvin,Rogers,74983,8110556,3231073,1,76,400000
Preston,Wilson,90494,861597,3124452,1,78,200000
Abigail,Kelly,56184,7613957,916312,0,65,600000
Rafael,Warren,54206,2616228,3576421,0,49,400000
Rosie,Miller,75595,587293,587293,1,90,200000
Dale,Carter,87365,4794903,4700031,0,74,400000
Mike,Hunt,85066,6001493,482469,1,19,600000
Carlos,Montgomery,89658,1359254.001,1359254,0,94,200000
Caroline,Harrison,98910,8898025,4111000,1,36,800000
Tony,Hawkins,75412,4459499,3159872,0,6,400000
Steven,Anderson,69231,4539791,1034057,1,92,200000
Alisa,Henderson,77758,3876123,2763856,1,62,400000
William,Perkins,62340,1030486,4624782,1,68,200000
Gianna,Martin,87220,9998563,4779353,1,51,800000
Rebecca,Hunt,90523,3048612,756208,1,27,600000
Ned,Allen,65381,2941354,1952813,0,0,800000
Cherry,Turner,92825,,4789843,1,79,200000
Kimberly,Richardson,92965,1646631,3310332,0,17,200000
Edgar,Dixon,78789,8698709,346305,0,93,200000
Michael,Thompson,50393,5480139,2692597,1,60,600000
Edgar,Williams,67828,1452842,2572684,1,36,200000
Jordan,Adams,68434,8193819,1394478,0,16,1400000
Honey,Stevens,88576,4318072,4654305,0,34,200000
Miller,Nelson,74524,8413547,99739,0,38,1000000
Ted,Ellis,76665,7589969,3308641,1,36,1000000
Alen,Evans,68715,4453425,3733442,0,32,800000
Carlos,Davis,68306,1237163,131049,0,30,800000
Miller,Barrett,83438,2496826,4887460,0,29,0
Leonardo,Evans,54179,4063948,3105515,1,35,600000
Kellan,Casey,69153,3898385,1111755,1,95,200000
David,Clark,90412,9304968,4828060,0,33,600000
Abigail,Richardson,50442,4625086,2506230,1,79,200000
Belinda,Farrell,78755,1601375,703265,1,67,400000
Miller,Adams,68104,6615669,4995770,1,69,200000
Ryan,Crawford,52419,1164158,2522312,0,50,400000
Jacob,Brown,93212,948525,358107,1,91,200000
Alexander,Farrell,53107,8955075,2166198,0,31,1200000
Freddie,Hall,93627,2370858,1280107,1,19,600000
Eddy,Harrison,64255,2211272,915085,1,88,200000
Frederick,Parker,69915,84619,2991820,0,42,0
Leonardo,Wells,98281,3901745,3282700,0,28,600000
James,Phillips,93258,627723,1818612,1,6,600000
Rafael,Mitchell,61429,6027367,916316,0,49,600000
Arthur,Edwards,72430,309292,4785265,0,58,200000
John,Holmes,97481,7908289,1559750,1,76,400000
Alexia,Turner,67282,7040439,1938116,1,39,600000
Charlotte,Carroll,58080,6481143,2676241,1,4,800000
Jasmine,Bennett,50619,3993008,1938065,0,18,600000
Violet,Brooks,53719,5075979,3987704,1,41,600000
Paige,Murray,86639,5726139,3396062,0,23,800000
Amelia,Lloyd,76367,6703621,4403658,0,63,200000
Daisy,Turner,56104,1568647,1970462,0,66,200000
Nicole,Turner,51827,6642218,258719,0,38,800000
Sawyer,Scott,92329,5705759,706557,0,59,600000
Dominik,Cunningham,93587,4089002,3659731,0,0,1000000
Belinda,Walker,60170,9242041,4268382,1,17,1400000
Lenny,Montgomery,90175,3938826,3523975,1,26,800000
Sawyer,Warren,87218,6690332,3581939,1,92,200000
Sydney,Henderson,76809,4383384,2156631,1,80,200000
Anna,Crawford,94650,273290,852169,0,78,200000
Preston,Ross,73999,2416014,981379,0,61,400000
Emily,Harrison,68431,7373782,4227315,1,62,400000
Chloe,Lloyd,91407,8285736,1565541,0,13,1000000
Tiana,Casey,77676,9333208,2988602,0,77,400000
Brad,Hawkins,62665,1633349,4343537,1,52,400000
Brad,Robinson,95078,1346001,350882,1,74,200000
Edward,Brown,71952,2372211,2094960,0,32,200000
Reid,Montgomery,93074,1963026,3224666,1,81,200000
Victor,Sullivan,50443,8983770,2030885,0,11,1000000
Emily,Carroll,72063,6451863,125693,0,10,800000
Walter,Harrison,78256,8457398,2213582,1,35,1000000
Kimberly,Morrison,87778,4942562,3837901,0,35,600000
Mary,Richards,90392,9832583,60177,0,72,600000
Sarah,Murphy,70640,4370520,3782883,1,65,200000
April,Grant,91398,4715646,3727592,1,86,200000
Jenna,Adams,71071,402190,2479605,1,47,600000
Maximilian,Scott,60556,2852155,1443160,0,38,600000
Kristian,Martin,86055,3539444,2104449,0,22,600000
Michelle,Anderson,95896,1926385,923165,0,77,200000
Grace,Myers,78868,1083454,4048309,1,66,400000
Alisa,Payne,84267,3565584,4671253,1,60,200000
Freddie,Holmes,59225,1069115,2600086,0,80,200000
Frederick,Gibson,64525,6252463,3500506,0,84,200000
Henry,Richardson,75125,2147725,3619742,1,68,200000
Dale,Henderson,55790,1279637,1355607,1,77,200000
Lucas,Casey,62628,2801721,54333,0,8,1000000
Blake,Hill,72454,3350163,2461540,1,68,400000
Cadie,Andrews,52071,7820536,859556,0,30,800000
Tess,Cameron,92231,8764403,2935937,1,9,1400000
Lenny,Williams,82168,1431523,4800482,0,32,200000
Ryan,Johnston,85575,6698723,4752831,1,43,400000
Sabrina,Andrews,58899,5569845,4786822,1,48,400000
Fiona,Baker,92474,9458943,2798459,0,94,200000
Kristian,Stewart,78200,5192080,4546632,0,72,200000
Evelyn,Tucker,96083,6601993,3428898,0,15,800000
Caroline,Roberts,99153,3816196,2023248,1,50,400000
Chelsea,Myers,69837,3819211,86321,0,31,800000
Vivian,Grant,56540,4762769,820156,0,45,800000
Maya,Murphy,62333,6740569,675030,0,88,200000
Antony,Smith,60260,3075107,1939039,1,33,400000
Charlie,Gray,53543,192836,1199056,1,95,200000
Joyce,Hall,92135,1592288,3960622,1,27,0
Carina,Owens,72104,1526491,1392746,0,41,200000
Amanda,Turner,85028,786569,3249027,1,100,0
Dale,Morris,63084,3067461,1403001,1,89,200000
Ashton,Warren,75830,8783180,2630979,0,93,200000
Darcy,Morris,77644,3645095,2347551,1,4,800000
Bruce,Watson,91132,6953046,3446877,1,18,1000000
Grace,Turner,92343,4551297,4343702,1,79,200000
Jordan,Mason,94531,9995796,3206765,1,71,600000
Julian,Mason,73921,7679941,642608,1,35,1200000
Carl,Stewart,77961,9862935,3765451,1,33,1000000
Isabella,Elliott,84677,8443599,722063,1,58,600000
Lyndon,Hamilton,71116,2053492,1988503,0,19,400000
Jared,Phillips,61645,5013770,2582844,1,95,200000
Elise,Walker,76016,8515744,871804,1,77,400000
Frederick,Morris,65538,8369140,3931164,1,85,200000
Savana,Bailey,99927,4880224,1474827,0,54,400000
Dale,Wilson,50151,644516,205597,0,38,200000
Thomas,Hamilton,87681,1717085,1586076,1,40,200000
Briony,Harris,64002,9259741,1940811,0,1,1400000
Arnold,Williams,88073,833108,14754,1,52,400000
Heather,Evans,70322,1316508,1606140,1,82,200000
Victor,Spencer,52881,2748757,4212766,0,92,200000
Dainton,Farrell,98852,1800770,3047873,1,68,400000
Adam,Hunt,61393,9638774,157619,0,6,1800000
Vanessa,Elliott,56714,8967295,247960,0,89,200000
Briony,Johnson,50159,8544235,2188479,1,63,600000
Camila,Davis,91789,4488538,3992541,0,62,400000
Melanie,Andrews,60794,5982711,190246,1,46,1000000
Andrew,Gray,99941,3320252,4959583,1,33,600000
Mary,Stewart,76879,9284212,1405391,1,17,1200000
Vanessa,Clark,74441,7581270,769109,1,49,800000
Bruce,Murray,56490,9613445,3146321,0,99,200000
Jack,Richardson,95561,4573690,3694556,0,58,400000
Aston,Hamilton,74295,1299645,3896691,0,69,0
Alan,Perkins,93107,2332714,692523,1,91,200000
Chester,Payne,83940,8990967,2364377,0,27,800000
Valeria,Kelley,82336,6725385,1617618,0,79,400000
Daisy,Fowler,52201,5897134,4344419,0,33,600000
Tess,Riley,67197,5733879,2029466,0,19,1000000
Justin,Phillips,56352,1715796,4115227,0,76,200000
Reid,Carter,52448,2145796,4869895,1,59,200000
Ted,Dixon,69891,4467972,193287,1,56,600000
Kirsten,Barnes,72893,6961296,3381382,1,16,1200000
Kellan,Richards,79617,7332630,2220969,1,89,200000
Nicholas,Morris,95427,693233,1823631,1,80,200000
Eddy,Foster,70660,6191501,3144139,0,100,0
Amy,Craig,78082,1264201,966253,0,45,200000
Michael,Richardson,96638,6113187,2323726,0,32,400000
Alina,Jones,78567,7307986,3560610,1,22,1000000
Sawyer,Holmes,96698,2879325,1942017,1,24,400000
Paul,Brown,71678,6157392,3624108,0,57,400000
Emma,Evans,93207,7991162,4014781,1,50,800000
Ada,Turner,59336,478791,1224368,0,0,400000
Oliver,Carroll,73172,6947397,373072,1,31,800000
Adelaide,Holmes,85880,5491863,559359,0,8,1000000
Florrie,Thompson,94949,5902449,1870851,1,53,600000
Tyler,Perkins,70186,3051935,3755144,0,74,200000
Blake,Murray,99504,2560101,1651188,1,91,200000
Reid,Ross,93656,13301,435014,0,70,400000
Edith,Perkins,80568,577386,3299419,0,22,400000
Kellan,Clark,87581,6165337,1562219,0,55,400000
Luke,Evans,75345,2895380,1107501,1,55,400000
Edith,Campbell,69408,2080313,1338980,0,14,800000
Vanessa,Dixon,92438,8641308,4213643,0,95,200000
Michael,Adams,56992,2345111,4228567,0,0,200000
Catherine,Myers,67470,8276426,485514,0,27,1200000
Marcus,Grant,84901,8671554,4410128,0,86,200000
James,Mason,59212,2167255,267701,0,63,400000
Albert,Thompson,63798,3256945,2596060,0,13,600000
Alina,Harrison,77597,3000025,3241250,1,15,600000
Adam,Walker,75034,4159501,1374447,1,34,400000
Kristian,Tucker,58575,4287683,3060430,1,39,400000
Lyndon,Morrison,52017,2245881,1750100,0,81,200000
Tiana,Myers,60182,7908630,3688075,1,58,600000
Owen,Owens,62246,2926606,3398401,0,36,600000
Frederick,Foster,97644,94848,2859946,1,35,400000
Adele,Morrison,75911,6541873,1931371,0,32,1000000
Ada,Davis,91917,6568980,3601971,0,48,200000
Alina,Clark,76958,6928232,99484,1,55,600000
Tara,Douglas,89240,9326870,4066099,1,70,400000
Lydia,Jones,90711,3634956,1368503,1,44,400000
Sawyer,Mason,81920,2533787,2768716,0,87,200000
Ashton,Barrett,82288,3875976,1831907,1,65,600000
Alen,Williams,63701,7067619,3228033,1,55,600000
Alisa,Smith,70860,1333794,2945300,1,83,200000
Carl,Richardson,56154,6674006,3084976,1,31,1000000
Maximilian,Ferguson,73912,4719656,3107144,0,99,200000
Vincent,Nelson,57120,3123897,4644855,1,11,200000
Alisa,Mitchell,53387,5713800,1135045,1,73,400000
Evelyn,Stewart,54519,6144427,1771732,1,20,800000
Sienna,Edwards,84221,274501,2677371,1,33,600000
Jacob,West,70861,3240161,299267,0,54,400000
Adison,Casey,57480,5554148,304381,0,77,200000
Lenny,Harper,57427,5484968,833023,1,79,400000
Walter,Ellis,86123,7378727,232691,1,96,200000
Luke,Miller,66640,6177620,25237,1,10,1200000
Sofia,Alexander,62872,9131004,4053882,1,36,800000
Freddie,Harrison,79218,5855697,2969453,1,56,400000
Spike,Elliott,85580,8197701,3427380,1,98,200000
Jordan,Ryan,53931,2767092,3596385,1,92,200000
Freddie,Lloyd,57129,9399662,4240540,0,76,200000
Vivian,Reed,84062,348981,3463066,0,16,200000
Daisy,Farrell,86666,1512227,4402962,1,63,200000
Tony,Payne,84161,3261525,2963636,0,90,200000
Belinda,Baker,84660,9347858,4375802,1,38,1000000
Charlie,Ross,92691,5997328,4616688,1,86,200000
Miley,Harris,88225,8495973,1113997,1,36,1200000
April,Kelley,63370,590153,1429484,0,75,200000
Victoria,Davis,60377,3164022,3028353,0,28,400000
Preston,Wright,92442,9433007,3504633,0,99,200000
Myra,Hamilton,61551,1320519,2339570,0,83,200000
Tess,Nelson,94594,6660687,1817200,1,78,200000
Arthur,Walker,92965,560497,693603,0,15,600000
Derek,Brooks,99786,1885669,429921,1,36,400000
Emily,Perry,71699,7432644,4643684,1,79,400000
Jasmine,Phillips,50046,2885609,4598240,1,89,200000
Agata,Baker,57965,3833366,2918091,1,75,200000
Ted,Reed,74330,5648551,1327625,1,3,1400000
Sarah,Dixon,69186,9832731,3236043,0,5,1600000
Samantha,Allen,56912,2973940,4357314,0,49,200000
Amber,Taylor,85093,1175221,2763099,0,5,800000
Vivian,Edwards,80439,6242303,531357,1,60,600000
Ada,Murphy,80482,9182155,64914,1,52,600000
Joyce,Harris,62337,8024624,3375381,0,72,400000
Carlos,Morgan,58679,3860514,186252,1,96,200000
Eric,Harrison,86800,7219142,3053044,1,52,600000
Amber,Rogers,88418,7106208,3838898,0,54,400000
Aldus,West,82709,9521313,2435926,1,32,800000
Blake,Cole,55376,1972213,4304412,1,38,200000
Robert,West,70095,4383099,3852410,0,84,200000
Julia,Richardson,65709,5519903,1323559,0,27,800000
Samantha,Walker,66673,462990,3773551,0,57,0
Naomi,Evans,59286,9745686,3351759,0,37,600000
Garry,Adams,51071,8511218,145753,0,51,800000
Derek,Craig,59916,7457084,4901727,0,92,200000
Patrick,Grant,76397,6492658,4784498,0,49,400000
Fenton,Morris,55675,3904204,1364420,1,12,600000
Marcus,Reed,69142,8174295,4077836,1,96,200000
Lenny,Hawkins,82767,3338458,2957465,1,49,400000
Alan,Spencer,67084,3006359,2265964,1,58,200000
Penelope,Ryan,60284,7686815,3280729,1,4,1400000
Melissa,Morgan,51097,9487989,2503836,0,83,400000
Samantha,Ellis,83044,8244356,2178550,1,63,600000
Amber,Nelson,88611,2408327,1196816,1,2,600000
Daniel,Hawkins,62949,5867220,761653,1,21,1000000
Kellan,Baker,64002,4223870,1521561,1,83,200000
Richard,Richardson,54438,7871862,2056159,1,97,200000
Naomi,Hawkins,96325,6606967,3843462,1,19,800000
Alford,Wright,77396,7172294,2475065,1,20,1000000
Brad,Cole,88683,6731412,4692435,0,0,400000
Jasmine,Warren,78891,8986652,4025754,0,75,200000
Naomi,Bailey,98995,2100506,3480793,0,65,200000
Martin,Crawford,91001,9100927,2213534,0,15,1000000
Eddy,Richards,54201,6317726,2033891,0,5,1200000
Lenny,Montgomery,90081,2349780,2505836,0,4,600000
Arianna,Harper,79171,8221833,1925371,1,39,600000
Patrick,Campbell,82852,6298647,2938429,1,90,200000
Antony,Morris,85514,108759,4270617,0,8,0
Brad,Wells,98497,9289672,419814,1,48,800000
Blake,Myers,68460,6763716,815099,1,80,400000
Adelaide,Johnston,50428,5677260,4082029,0,92,200000
Rubie,Johnson,53875,6715737,4230339,1,79,400000
Maya,Robinson,91864,2349872,2724501,0,24,200000
Max,Carter,72468,6323767,3889541,1,36,800000
Brooke,Brooks,69427,8621007,1198784,0,26,1000000
Marcus,Parker,55924,2361134,2626731,0,29,400000
Jenna,Richardson,80093,6086634,2031860,0,1,1200000
Vincent,Thomas,78321,3148191,4332838,0,93,200000
Chester,Phillips,93340,8669692,1777431,1,92,200000
George,Morris,96117,5291031,3794043,1,38,600000
Thomas,Carroll,59255,6371773,4291199,0,3,600000
Aldus,Carroll,54576,898476,4864679,1,6,400000
Tiana,Miller,51635,5850207,691489,0,37,400000
Alfred,Higgins,50435,6856399,450633,1,89,200000
Amber,Mitchell,50510,9625616,3411814,0,68,400000
Kelvin,Harrison,96687,3981946,4651105,1,82,200000
Frederick,Gray,64107,3436599,1428649,1,7,600000
Ashton,Alexander,52740,444909,2034145,0,37,400000
Ada,Anderson,73399,5967864,2077947,1,71,400000
Eric,Elliott,79116,2394908,4391841,1,18,800000
Carl,Gray,83442,181036,4876902,1,21,0
Maria,Howard,75124,2198258,1682778,1,1,400000
Carlos,Phillips,97469,9919521,1824804,0,19,1400000
Lucia,Myers,60130,5933470,863337,1,17,800000
Leonardo,Tucker,98018,951501,2861166,0,75,200000
Mike,Hamilton,52488,7895813,3588646,0,40,600000
Rafael,Turner,51374,5781971,836400,0,43,600000
Dominik,Ellis,94385,2513395,646634,1,97,200000
Lilianna,Morris,75246,4571250,2125924,0,65,400000
Emma,Payne,58488,8714820,1347711,1,97,200000
Anna,Richards,95366,6685771,3071538,1,14,600000
Kelsey,Smith,84828,1360931,2414789,1,85,200000
April,Nelson,88955,7362709,1866670,0,42,600000
Edwin,Kelley,70856,9717991,3507678,1,98,200000
Ryan,Hall,99952,6574711,1299471,1,53,600000
Brianna,Carroll,98782,2262102,3949133,0,48,400000
Miller,Ferguson,72272,9505108,4082895,1,86,200000
Dominik,Cameron,87214,5890775,1627436,1,96,200000
Amelia,Morris,66201,6570919,3758660,0,37,400000
Rosie,Scott,80994,4193347,3155610,1,74,200000
Andrew,Stevens,77739,7591347,1921295,1,65,400000
Michelle,Murphy,99597,9659497,247149,1,57,1000000
Jordan,Nelson,81711,8550024,1277088,0,25,1000000
Rubie,Mason,94081,2518041,2148686,1,7,200000
Alisa,Campbell,62845,5065958,2868756,1,38,600000
Victor,Morgan,62975,910422,4717796,0,10,200000
Emma,Phillips,86279,2395184,108789,0,68,200000
Connie,Wright,83950,7780691,3237727,1,58,400000
Arianna,Campbell,79810,5658547,1206881,0,47,400000
Arianna,Hunt,75468,7259432,4408395,1,89,200000
Samantha,Owens,73334,4489211,4247041,1,20,600000
Amy,Jones,78675,1452029,4047186,1,63,200000
Henry,Richards,65165,7197172,2093268,1,84,400000
Edward,Johnston,64676,3503361,3579916,1,60,400000
Jacob,Richardson,64310,186920,4315325,0,20,0
Kirsten,Bennett,98074,7570909,1665239,0,81,400000
Edgar,Nelson,69433,9189651,4527560,0,48,600000
Gianna,Anderson,53435,3741333,4230651,1,10,1000000
